NOMBRE DEL INDICADOR,Banks,Valor Indicador
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCTURADA VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCTURADA VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
PRODUCTIVO VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
CONSUMO VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
INMOBILIARIO VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
MICROCRÉDITO VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
DE INVERSIÓN PÚBLICA VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
EDUCATIVO VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
PRODUCTIVO VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
CONSUMO VENCIDA,BANCOS PRIVADOS COMERCIALES,2.14587
INMOBILIARIO VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
MICROCRÉDITO VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
DE INVERSIÓN PÚBLICA VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
EDUCATIVO VENCIDA,BANCOS PRIVADOS COMERCIALES,0.0
TOTAL CARTERA VENCIDA,BANCOS PRIVADOS COMERCIALES,20346.13223
(PROVISIONES PARA CRÉDITOS INCOBRABLES),BANCOS PRIVADOS COMERCIALES,-173547.49932
CARTERA POR VENCER INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS COMERCIALES,156788.59142
CARTERA POR VENCER PRODUCTIVO NUEVO,BANCOS PRIVADOS COMERCIALES,3688936.4781
CARTERA POR VENCER CONSUMO,BANCOS PRIVADOS COMERCIALES,588102.49784
CARTERA POR VENCER INMOBILIARIO,BANCOS PRIVADOS COMERCIALES,156495.69069
CARTERA POR VENCER MICROCRÉDITO,BANCOS PRIVADOS COMERCIALES,5177.36605
CARTERA POR VENCER VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS COMERCIALES,292.90073
CARTERA POR VENCER EDUCATIVO,BANCOS PRIVADOS COMERCIALES,0.0
CARTERA POR VENCER INVERSIÓN PÚBLICA,BANCOS PRIVADOS COMERCIALES,0.0
TOTAL CARTERA DE CRÉDITO POR VENCER,BANCOS PRIVADOS COMERCIALES,4439004.93341
CARTERA IMPRODUCTIVA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS COMERCIALES,3790.67491
CARTERA IMPRODUCTIVA PRODUCTIVO NUEVO,BANCOS PRIVADOS COMERCIALES,13428.0964
CARTERA IMPRODUCTIVA CONSUMO,BANCOS PRIVADOS COMERCIALES,47332.40853
CARTERA IMPRODUCTIVA INMOBILIARIO,BANCOS PRIVADOS COMERCIALES,3790.67491
CARTERA IMPRODUCTIVA MICROCRÉDITO,BANCOS PRIVADOS COMERCIALES,74.21647
CARTERA IMPRODUCTIVA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS COMERCIALES,0.0
CARTERA IMPRODUCTIVA EDUCATIVO,BANCOS PRIVADOS COMERCIALES,0.0
CARTERA IMPRODUCTIVA INVERSIÓN PÚBLICA,BANCOS PRIVADOS COMERCIALES,0.0
TOTAL CARTERA IMPRODUCTIVA  (NO DEVENGA INTERESES + VENCIDA),BANCOS PRIVADOS COMERCIALES,64625.39631
CARTERA BRUTA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS COMERCIALES,160579.26633
CARTERA BRUTA PRODUCTIVO NUEVO,BANCOS PRIVADOS COMERCIALES,3702364.5745
CARTERA BRUTA CONSUMO,BANCOS PRIVADOS COMERCIALES,635434.90637
CARTERA BRUTA INMOBILIARIO,BANCOS PRIVADOS COMERCIALES,160286.3656
CARTERA BRUTA MICROCRÉDITO,BANCOS PRIVADOS COMERCIALES,5251.58252
CARTERA BRUTA VIVIENDA DE INTERÉS SOCIAL Y  PÚBLICO,BANCOS PRIVADOS COMERCIALES,292.90073
CARTERA BRUTA EDUCATIVO,BANCOS PRIVADOS COMERCIALES,0.0
CARTERA BRUTA INVERSIÓN PÚBLICA,BANCOS PRIVADOS COMERCIALES,0.0
TOTAL DE CRÉDITO CARTERA BRUTA,BANCOS PRIVADOS COMERCIALES,4503630.32972
PROVISIONES CARTERA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS COMERCIALES,5252.44204
PROVISIONES CARTERA PRODUCTIVO NUEVO,BANCOS PRIVADOS COMERCIALES,115697.93472
PROVISIONES CARTERA CONSUMO,BANCOS PRIVADOS COMERCIALES,52500.01487
PROVISIONES CARTERA INMOBILIARIO,BANCOS PRIVADOS COMERCIALES,5239.69374
PROVISIONES CARTERA MICROCRÉDITO,BANCOS PRIVADOS COMERCIALES,97.10769
PROVISIONES CARTERA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS COMERCIALES,12.7483
PROVISIONES CARTERA EDUCATIVO,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIONES CARTERA INVERSIÓN PÚBLICA,BANCOS PRIVADOS COMERCIALES,0.0
PROV TOT CARTERA REFINANCIADA,BANCOS PRIVADOS COMERCIALES,5301.6997
PROV TOT CARTERA REESTRUCTURADA,BANCOS PRIVADOS COMERCIALES,21726.58044
(Provisiones para créditos incobrables),BANCOS PRIVADOS COMERCIALES,-173547.49932
(CARTERA DE CRÉDITOS PRODUCTIVO),BANCOS PRIVADOS COMERCIALES,90085.93655
PROVISIÓN CARTERA REFINANCIADA PRODUCTIVO,BANCOS PRIVADOS COMERCIALES,4672.85265
PROVISIÓN CARTERA REESTRUCTURADA PRODUCTIVO,BANCOS PRIVADOS COMERCIALES,15229.14152
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA PRODUCTIVO,BANCOS PRIVADOS COMERCIALES,5710.004
PROVISIONES CARTERA PRODUCTIVO NUEVO,BANCOS PRIVADOS COMERCIALES,115697.93472
(CARTERA DE CRÉDITOS DE CONSUMO),BANCOS PRIVADOS COMERCIALES,35338.43677
PROVISIÓN CARTERA REFINANCIADA DE CONSUMO,BANCOS PRIVADOS COMERCIALES,422.49651
PROVISIÓN CARTERA REESTRUCTURADA DE CONSUMO,BANCOS PRIVADOS COMERCIALES,4847.08994
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE CONSUMO,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA CONSUMO,BANCOS PRIVADOS COMERCIALES,11891.99165
PROVISIONES CARTERA CONSUMO,BANCOS PRIVADOS COMERCIALES,52500.01487
(CARTERA DE CRÉDITOS INMOBILIARIO),BANCOS PRIVADOS COMERCIALES,3407.74497
PROVISIÓN CARTERA REFINANCIADA INMOBILIARIO,BANCOS PRIVADOS COMERCIALES,202.29392
PROVISIÓN CARTERA REESTRUCTURADA INMOBILIARIO,BANCOS PRIVADOS COMERCIALES,1629.65485
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA INMOBILIARIO,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIONES CARTERA INMOBILIARIO,BANCOS PRIVADOS COMERCIALES,5239.69374
(CARTERA DE CRÉDITOS PARA MICROCRÉDITO),BANCOS PRIVADOS COMERCIALES,72.35694
PROVISIÓN CARTERA REFINANCIADA MICROCRÉDITO,BANCOS PRIVADOS COMERCIALES,4.05662
PROVISIÓN CARTERA REESTRUCTURADA MICROCRÉDITO,BANCOS PRIVADOS COMERCIALES,20.69413
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE MICROCRÉDITO,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE MICROCRÉDITO,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIONES CARTERA MICROCRÉDITO,BANCOS PRIVADOS COMERCIALES,97.10769
(CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO),BANCOS PRIVADOS COMERCIALES,12.7483
PROVISIÓN CARTERA REFINANCIADA DE VIVIENDA DE INTERÉS PÚBLICO,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIÓN CARTERA REESTRUCTURADA DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIONES CARTERA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS COMERCIALES,12.7483
(CARTERA DE CRÉDITO EDUCATIVO),BANCOS PRIVADOS COMERCIALES,0.0
PROVISIÓN GENÉRICA POR TECNOLOGÍA CREDITICIA CARTERA DE CRÉDITO EDUCATIVO,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIÓN CARTERA REFINANCIADA EDUCATIVO,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIÓN CARTERA REESTRUCTURADA EDUCATIVO,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE CRÉDITO EDUCATIVO,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIONES CARTERA EDUCATIVO,BANCOS PRIVADOS COMERCIALES,0.0
(CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA),BANCOS PRIVADOS COMERCIALES,0.0
PROVISIÓN CARTERA REFINANCIADA DE INVERSIÓN PÚBLICA,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIÓN CARTERA REESTRUCTURADA DE INVERSIÓN PÚBLICA,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIÓN GENÉRICA VOLUNTARIA CARTERA DE INVERSIÓN PÚBLICA,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIONES CARTERA INVERSIÓN PÚBLICA,BANCOS PRIVADOS COMERCIALES,0.0
PROVISIONES CARTERA REFINANCIADA,BANCOS PRIVADOS COMERCIALES,5301.6997
 CARTERA REFINANCIADA IMPRODUCTIVA,BANCOS PRIVADOS COMERCIALES,2974.01937
PROVISIONES CARTERA REESTRUCTURADA,BANCOS PRIVADOS COMERCIALES,21726.58044
CARTERA REESTRUCTURADA IMPRODUCTIVA,BANCOS PRIVADOS COMERCIALES,9401.96032
 CARTERA ORIGINAL,BANCOS PRIVADOS COMERCIALES,4413078.16863
COMERCIAL AGREGADA,BANCOS PRIVADOS COMERCIALES,3625371.12272
CONSUMO AGREGADA,BANCOS PRIVADOS COMERCIALES,627305.9135
INMOBILIARIA Y VIVIENDA DE INTERÉS PÚBLICO,BANCOS PRIVADOS COMERCIALES,155273.42515
MICROCRÉDITO,BANCOS PRIVADOS COMERCIALES,5127.70726
EDUCATIVO,BANCOS PRIVADOS COMERCIALES,0.0
CARTERA REFINANCIADA,BANCOS PRIVADOS COMERCIALES,34201.66354
COMERCIAL AGREGADA,BANCOS PRIVADOS COMERCIALES,31950.16253
CONSUMO AGREGADA,BANCOS PRIVADOS COMERCIALES,1021.73579
INMOBILIARIA Y VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS COMERCIALES,1128.56559
MICROCRÉDITO,BANCOS PRIVADOS COMERCIALES,101.19963
EDUCATIVO,BANCOS PRIVADOS COMERCIALES,0.0
CARTERA REESTRUCTURADA,BANCOS PRIVADOS COMERCIALES,56350.49755
COMERCIAL AGREGADA,BANCOS PRIVADOS COMERCIALES,45043.28925
CONSUMO AGREGADA,BANCOS PRIVADOS COMERCIALES,7107.25708
INMOBILIARIA Y VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS COMERCIALES,4177.27559
MICROCRÉDITO,BANCOS PRIVADOS COMERCIALES,22.67563
EDUCATIVO,BANCOS PRIVADOS COMERCIALES,0.0
CARTERA BRUTA,BANCOS PRIVADOS CONSUMO,3640134.43122
CARTERA DE CRÉDITOS PRODUCTIVO POR VENCER,BANCOS PRIVADOS CONSUMO,230268.4052
CARTERA DE CRÉDITOS DE CONSUMO POR VENCER,BANCOS PRIVADOS CONSUMO,2883652.20516
CARTERA DE CRÉDITOS INMOBILIARIO POR VENCER,BANCOS PRIVADOS CONSUMO,111383.81037
CARTERA DE CRÉDITOS PARA MICROCRÉDITO POR VENCER,BANCOS PRIVADOS CONSUMO,10935.32629
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO POR VENCER,BANCOS PRIVADOS CONSUMO,8168.43406
CARTERA DE CRÉDITOS PRODUCTIVO REFINANCIADA POR VENCER,BANCOS PRIVADOS CONSUMO,9375.3991
CARTERA DE CRÉDITOS CONSUMO REFINANCIADA POR VENCER,BANCOS PRIVADOS CONSUMO,46332.3849
CARTERA DE CRÉDITOS INMOBILIARIO REFINANCIADA POR VENCER,BANCOS PRIVADOS CONSUMO,3345.49766
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REFINANCIADA POR VENCER,BANCOS PRIVADOS CONSUMO,112.15312
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REFINANCIADA POR VENCER,BANCOS PRIVADOS CONSUMO,15.04291
CARTERA DE CRÉDITOS PRODUCTIVO REESTRUCTURADA POR VENCER,BANCOS PRIVADOS CONSUMO,6094.09483
CARTERA DE CRÉDITOS DE CONSUMO  REESTRUCTURADA POR VENCER,BANCOS PRIVADOS CONSUMO,117844.04056
CARTERA DE CRÉDITOS INMOBILIARIO REESTRUCTURADA POR VENCER,BANCOS PRIVADOS CONSUMO,3432.66691
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REESTRUCTURADA POR VENCER,BANCOS PRIVADOS CONSUMO,348.38136
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REESTRUCTURADA POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO EDUCATIVO POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCTURADA POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCTURADA POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
PRODUCTIVO POR VENCER,BANCOS PRIVADOS CONSUMO,149.31227
CONSUMO POR VENCER,BANCOS PRIVADOS CONSUMO,4203.77247
INMOBILIARIO POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
MICROCRÉDITO POR VENCER,BANCOS PRIVADOS CONSUMO,8.11962
DE INVERSIÓN PÚBLICA POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
EDUCATIVO POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
PRODUCTIVO POR VENCER,BANCOS PRIVADOS CONSUMO,294.04551
CONSUMO POR VENCER,BANCOS PRIVADOS CONSUMO,9099.58324
INMOBILIARIO POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
MICROCRÉDITO POR VENCER,BANCOS PRIVADOS CONSUMO,19.74776
DE INVERSIÓN PÚBLICA POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
EDUCATIVO POR VENCER,BANCOS PRIVADOS CONSUMO,0.0
TOTAL CARTERA POR VENCER,BANCOS PRIVADOS CONSUMO,3445082.4233
CARTERA DE CRÉDITOS PRODUCTIVO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,1910.32115
CARTERA DE CRÉDITOS DE CONSUMO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,60264.24381
CARTERA DE CRÉDITOS INMOBILIARIO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,776.55683
CARTERA DE CRÉDITOS PARA MICROCRÉDITO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,401.75109
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,252.62482
CARTERA DE CRÉDITOS PRODUCTIVO REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,459.39444
CARTERA DE CRÉDITOS DE CONSUMO REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,9903.02487
CARTERA DE CRÉDITOS INMOBILIARIO REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,264.27526
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,59.15712
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,41.14089
CARTERA DE CRÉDITOS PRODUCTIVO REESTRUCTURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,1321.37751
CARTERA DE CRÉDITOS DE CONSUMO REESTRUCTURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,35417.43573
CARTERA DE CRÉDITOS INMOBILIARIO REESTRUCTURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,190.45824
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REESTRUCTURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,82.77278
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REESTRUCTURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO EDUCATIVO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCURADA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
PRODUCTIVO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,92.99369
CONSUMO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,981.56193
INMOBILIARIO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
MICROCRÉDITO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,1.0382
DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
EDUCATIVO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
PRODUCTIVO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,117.48855
CONSUMO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,4676.61234
INMOBILIARIO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
MICROCRÉDITO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,23.55207
DE INVERSIÓN PÚBLICA QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
EDUCATIVO QUE NO DEVENGA INTERESES,BANCOS PRIVADOS CONSUMO,0.0
TOTAL CARTERA QUE NO DEVENGA INTERES,BANCOS PRIVADOS CONSUMO,117237.78132
CARTERA DE CRÉDITOS PRODUCTIVO VENCIDA,BANCOS PRIVADOS CONSUMO,3094.21452
CARTERA DE CRÉDITOS DE CONSUMO VENCIDA,BANCOS PRIVADOS CONSUMO,44135.9857
CARTERA DE CRÉDITOS INMOBILIARIO VENCIDA,BANCOS PRIVADOS CONSUMO,262.66101
CARTERA DE CRÉDITOS PARA MICROCRÉDITO VENCIDA,BANCOS PRIVADOS CONSUMO,228.295
CARTERA DE CRÉDITOS DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BANCOS PRIVADOS CONSUMO,84.58253
CARTERA DE CRÉDITOS PRODUCTIVO REFINANCIADA VENCIDA,BANCOS PRIVADOS CONSUMO,705.44478
CARTERA DE CRÉDITOS DE CONSUMO REFINANCIADA VENCIDA,BANCOS PRIVADOS CONSUMO,1189.64008
CARTERA DE CRÉDITOS INMOBILIARIO REFINANCIADA VENCIDA,BANCOS PRIVADOS CONSUMO,237.01369
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REFINANCIADA VENCIDA,BANCOS PRIVADOS CONSUMO,1.11714
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REFINANCIADA VENCIDA,BANCOS PRIVADOS CONSUMO,0.61594
CARTERA DE CRÉDITOS PRODUCTIVO REESTRUCTURADA VENCIDA,BANCOS PRIVADOS CONSUMO,2123.12232
CARTERA DE CRÉDITOS DE CONSUMO REESTRUCTURADA VENCIDA,BANCOS PRIVADOS CONSUMO,25019.46893
CARTERA DE CRÉDITOS INMOBILIARIO REESTRUCTURADA VENCIDA,BANCOS PRIVADOS CONSUMO,139.91872
CARTERA DE CRÉDITOS PARA MICROCRÉDITO REESTRUCTURADA VENCIDA,BANCOS PRIVADOS CONSUMO,21.88829
CARTERA DE CRÉDITO DE VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO REESTRUCTURADA VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO EDUCATIVO VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO EDUCATIVO REFINANCIADA VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REFINANCIADA VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO EDUCATIVO REESTRUCTURADA VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
CARTERA DE CRÉDITO DE INVERSIÓN PÚBLICA REESTRUCTURADA VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
PRODUCTIVO VENCIDA,BANCOS PRIVADOS CONSUMO,3.64941
CONSUMO VENCIDA,BANCOS PRIVADOS CONSUMO,243.16156
INMOBILIARIO VENCIDA,BANCOS PRIVADOS CONSUMO,1.04253
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
MICROCRÉDITO VENCIDA,BANCOS PRIVADOS CONSUMO,22.01329
DE INVERSIÓN PÚBLICA VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
EDUCATIVO VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
PRODUCTIVO VENCIDA,BANCOS PRIVADOS CONSUMO,7.12383
CONSUMO VENCIDA,BANCOS PRIVADOS CONSUMO,263.09231
INMOBILIARIO VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
MICROCRÉDITO VENCIDA,BANCOS PRIVADOS CONSUMO,30.17502
DE INVERSIÓN PÚBLICA VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
EDUCATIVO VENCIDA,BANCOS PRIVADOS CONSUMO,0.0
TOTAL CARTERA VENCIDA,BANCOS PRIVADOS CONSUMO,77814.2266
(PROVISIONES PARA CRÉDITOS INCOBRABLES),BANCOS PRIVADOS CONSUMO,-294161.7131
CARTERA POR VENCER INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS CONSUMO,126345.45191
CARTERA POR VENCER PRODUCTIVO NUEVO,BANCOS PRIVADOS CONSUMO,246181.25691
CARTERA POR VENCER CONSUMO,BANCOS PRIVADOS CONSUMO,3061131.98633
CARTERA POR VENCER INMOBILIARIO,BANCOS PRIVADOS CONSUMO,118161.97494
CARTERA POR VENCER MICROCRÉDITO,BANCOS PRIVADOS CONSUMO,11423.72815
CARTERA POR VENCER VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS CONSUMO,8183.47697
CARTERA POR VENCER EDUCATIVO,BANCOS PRIVADOS CONSUMO,0.0
CARTERA POR VENCER INVERSIÓN PÚBLICA,BANCOS PRIVADOS CONSUMO,0.0
TOTAL CARTERA DE CRÉDITO POR VENCER,BANCOS PRIVADOS CONSUMO,3445082.4233
CARTERA IMPRODUCTIVA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS CONSUMO,2250.89046
CARTERA IMPRODUCTIVA PRODUCTIVO NUEVO,BANCOS PRIVADOS CONSUMO,9835.1302
CARTERA IMPRODUCTIVA CONSUMO,BANCOS PRIVADOS CONSUMO,182094.22726
CARTERA IMPRODUCTIVA INMOBILIARIO,BANCOS PRIVADOS CONSUMO,1871.92628
CARTERA IMPRODUCTIVA MICROCRÉDITO,BANCOS PRIVADOS CONSUMO,871.76
CARTERA IMPRODUCTIVA VIVIENDA DE INTERÉS SOCIAL Y PÚBLICO,BANCOS PRIVADOS CONSUMO,378.96418
CARTERA IMPRODUCTIVA EDUCATIVO,BANCOS PRIVADOS CONSUMO,0.0
CARTERA IMPRODUCTIVA INVERSIÓN PÚBLICA,BANCOS PRIVADOS CONSUMO,0.0
TOTAL CARTERA IMPRODUCTIVA  (NO DEVENGA INTERESES + VENCIDA),BANCOS PRIVADOS CONSUMO,195052.00792
CARTERA BRUTA INMOBILIARIA Y DE VIVIENDA DE INTERES PÚBLICO,BANCOS PRIVADOS CONSUMO,128596.34237
CARTERA BRUTA PRODUCTIVO NUEVO,BANCOS PRIVADOS CONSUMO,256016.38711
CARTERA BRUTA CONSUMO,BANCOS PRIVADOS CONSUMO,3243226.21359
